Instance,Publication,Group,Date,Average_0Scale,Average_0Scale_Corrected
RISE210.SG,AllentoftNature2015,Sweden_BA.SG,1432-1292 calBCE (3105±28 BP; OxA-29654),-1362,-1362
RISE240.SG,AllentoftNature2015,Russia_EBA_Yamnaya_Kalmykia.SG,2880-2632 calBCE (4160±30 BP; GrA-45038),-2756,-2756
RISE247.SG,AllentoftNature2015,Hungary_MBA_Vatya.SG,1746-1611 calBCE (3372±29 BP; OxA-29769),-1679,-1678
RISE254.SG,AllentoftNature2015,Hungary_MBA_Vatya.SG,2128-1909 calBCE (3631±29 BP; OxA-29842),-2019,-2018
RISE276.SG,AllentoftNature2015,Denmark_LBA.SG,794-547 calBCE (2525±25 BP; OxA-30485),-671,-670
RISE349.SG,AllentoftNature2015,Hungary_Maros_EBA.SG,2034-1784 calBCE (3588±34 BP; OxA-30987),-1909,-1909
RISE371.SG,AllentoftNature2015,Hungary_Maros_EBA.SG,2136-1941 calBCE (3653±32 BP; OxA-30988),-2039,-2038
RISE373.SG,AllentoftNature2015,Hungary_Maros_EBA.SG,1886-1696 calBCE (3476±30 BP; OxA-31104),-1791,-1791
RISE374.SG,AllentoftNature2015,Hungary_Maros_EBA.SG,1866-1619 calBCE (3402±34 BP; OxA-30989),-1743,-1742
RISE386.SG,AllentoftNature2015,Russia_Sintashta_MLBA.SG,2298-2045 calBCE (3775±34 BP; OxA-30991),-2172,-2172
RISE391.SG,AllentoftNature2015,Kazakhstan_Sintashta_MLBA_o.SG,2120-1887 calBCE (3612±34 BP; OxA-30998),-2004,-2004
RISE392.SG,AllentoftNature2015,Russia_Sintashta_MLBA.SG,2126-1896 calBCE (3626±33 BP; OxA-30999),-2011,-2011
RISE394.SG,AllentoftNature2015,Russia_Sintashta_MLBA.SG,1949-1754 calBCE (3532±34 BP; OxA-30993),-1852,-1852
RISE395.SG,AllentoftNature2015,Russia_Sintashta_MLBA.SG,1960-1756 calBCE (3540±33 BP; OxA-30996),-1858,-1858
RISE396.SG,AllentoftNature2015,Armenia_LBA.SG,1192-937 calBCE (2879±31 BP; OxA-31001),-1065,-1064
RISE397.SG,AllentoftNature2015,Armenia_LBA.SG,1048-855 calBCE (2807±31 BP; OxA-31002),-952,-952
RISE407.SG,AllentoftNature2015,Armenia_LBA.SG,1115-895 calBCE (2827±40 BP; UBA-27938),-1005,-1005
RISE408.SG,AllentoftNature2015,Armenia_LBA.SG,1209-1009 calBCE (2908±32 BP; UBA-27939),-1109,-1109
RISE412.SG,AllentoftNature2015,Armenia_LBA.SG,1193-945 calBCE (2885±31 BP; UBA-27940),-1069,-1069
RISE413.SG,AllentoftNature2015,Armenia_MBA.SG,1906-1698 calBCE (3493±34 BP; UBA-28941),-1802,-1802
RISE416.SG,AllentoftNature2015,Armenia_MBA.SG,1643-1445 calBCE (3259±40 BP; UBA-27942),-1544,-1544
RISE423.SG,AllentoftNature2015,Armenia_MBA.SG,1402-1211 calBCE (3038±32 BP; UBA-27944),-1307,-1306
RISE431.SG,AllentoftNature2015,Poland_CordedWare_ProtoUnetice.SG,2286-2048 calBCE (3762±27 BP; OxA-27967),-2167,-2167
RISE434.SG,AllentoftNature2015,Germany_CordedWare.SG,2880-2630 calBCE (4161±34 BP; UBA-27946),-2755,-2755
